Seq966 10.00
Seq964 10.00
Seq963 10.00
Seq962 10.00
Seq961 10.00
Seq959 10.00
Seq957 10.00
Seq791 10.00
Seq697 10.00
Seq693 10.00
Seq691 10.00
Seq639 10.00
Seq635 10.00
Seq634 10.00
Seq631 10.00
Seq630 10.00
Seq629 10.00
Seq625 10.00
Seq592 10.00
Seq551 10.00
Seq550 10.00
Seq549 10.00
Seq548 10.00
Seq547 10.00
Seq546 10.00
Seq545 10.00
Seq544 10.00
Seq543 10.00
Seq542 10.00
Seq541 10.00
Seq540 10.00
Seq539 10.00
Seq538 10.00
Seq537 10.00
Seq536 10.00
Seq535 10.00
Seq534 10.00
Seq384 10.00
Seq380 10.00
Seq379 10.00
Seq378 10.00
Seq367 10.00
Seq366 10.00
Seq365 10.00
Seq1714 10.00
Seq1713 10.00
Seq1712 10.00
Seq1710 10.00
Seq1709 10.00
Seq1708 10.00
Seq1706 10.00
Seq1704 10.00
Seq1703 10.00
Seq1702 10.00
Seq1701 10.00
Seq1700 10.00
Seq1695 10.00
Seq1673 10.00
Seq1672 10.00
Seq1469 10.00
Seq1468 10.00
Seq1467 10.00
Seq1466 10.00
Seq1465 10.00
Seq1464 10.00
Seq1460 10.00
Seq1459 10.00
Seq1458 10.00
Seq1457 10.00
Seq1450 10.00
Seq1449 10.00
Seq1383 10.00
Seq1373 10.00
Seq1368 10.00
Seq1328 10.00
Seq1327 10.00
Seq1272 10.00
Seq1269 10.00
Seq1213 10.00
Seq1048 10.00
Seq1042 10.00
Seq1025 10.00
Seq1023 10.00
Seq1021 10.00
Seq726 8.00
Seq633 8.00
Seq364 8.00
Seq363 8.00
Seq275 8.00
Seq1694 8.00
Seq1618 8.00
Seq1326 8.00
Seq1311 8.00
Seq1274 8.00
Seq1273 8.00
Seq1271 8.00
Seq1266 8.00
Seq1265 8.00
Seq1020 8.00
Seq954 6.00
Seq925 6.00
Seq835 6.00
Seq819 6.00
Seq632 6.00
Seq427 6.00
Seq362 6.00
Seq356 6.00
Seq273 6.00
Seq1629 6.00
Seq1621 6.00
Seq1584 6.00
Seq1540 6.00
Seq1317 6.00
Seq1316 6.00
Seq1315 6.00
Seq1314 6.00
Seq1313 6.00
Seq1270 6.00
Seq1263 6.00
Seq1041 6.00
Seq987 4.00
Seq830 4.00
Seq829 4.00
Seq828 4.00
Seq827 4.00
Seq824 4.00
Seq823 4.00
Seq821 4.00
Seq752 4.00
Seq409 4.00
Seq361 4.00
Seq360 4.00
Seq359 4.00
Seq358 4.00
Seq355 4.00
Seq354 4.00
Seq333 4.00
Seq1631 4.00
Seq1630 4.00
Seq1624 4.00
Seq1325 4.00
Seq1312 4.00
Seq1310 4.00
Seq1032 4.00
Seq1019 4.00
Seq1018 4.00
Seq992 2.00
Seq990 2.00
Seq989 2.00
Seq985 2.00
Seq984 2.00
Seq983 2.00
Seq982 2.00
Seq836 2.00
Seq826 2.00
Seq825 2.00
Seq822 2.00
Seq820 2.00
Seq751 2.00
Seq636 2.00
Seq462 2.00
Seq1547 2.00
Seq1545 2.00
Seq1544 2.00
Seq1543 2.00
Seq1542 2.00
Seq1541 2.00
Seq1539 2.00
Seq1538 2.00
Seq1258 2.00
Seq1031 2.00
Seq991 0.00
Seq988 0.00
Seq986 0.00
Seq496 0.00
Seq495 0.00
Seq456 0.00
Seq1591 0.00
Seq1590 0.00
Seq1589 0.00
Seq1546 0.00
