Seq966 10.00
Seq964 10.00
Seq963 10.00
Seq962 10.00
Seq961 10.00
Seq959 10.00
Seq957 10.00
Seq791 10.00
Seq697 10.00
Seq693 10.00
Seq691 10.00
Seq639 10.00
Seq635 10.00
Seq634 10.00
Seq631 10.00
Seq630 10.00
Seq629 10.00
Seq625 10.00
Seq592 10.00
Seq551 10.00
Seq550 10.00
Seq549 10.00
Seq548 10.00
Seq547 10.00
Seq546 10.00
Seq545 10.00
Seq544 10.00
Seq543 10.00
Seq542 10.00
Seq541 10.00
Seq540 10.00
Seq539 10.00
Seq538 10.00
Seq537 10.00
Seq536 10.00
Seq535 10.00
Seq534 10.00
Seq384 10.00
Seq380 10.00
Seq379 10.00
Seq378 10.00
Seq367 10.00
Seq366 10.00
Seq365 10.00
Seq1714 10.00
Seq1713 10.00
Seq1712 10.00
Seq1710 10.00
Seq1709 10.00
Seq1708 10.00
Seq1706 10.00
Seq1704 10.00
Seq1703 10.00
Seq1702 10.00
Seq1701 10.00
Seq1700 10.00
Seq1695 10.00
Seq1673 10.00
Seq1672 10.00
Seq1469 10.00
Seq1468 10.00
Seq1467 10.00
Seq1466 10.00
Seq1465 10.00
Seq1464 10.00
Seq1460 10.00
Seq1459 10.00
Seq1458 10.00
Seq1457 10.00
Seq1450 10.00
Seq1449 10.00
Seq1383 10.00
Seq1373 10.00
Seq1368 10.00
Seq1328 10.00
Seq1327 10.00
Seq1272 10.00
Seq1269 10.00
Seq1213 10.00
Seq1048 10.00
Seq1042 10.00
Seq1025 10.00
Seq1023 10.00
Seq1021 10.00
Seq726 8.00
Seq633 8.00
Seq364 8.00
Seq363 8.00
Seq275 8.00
Seq1694 8.00
Seq1618 8.00
Seq1326 8.00
Seq1311 8.00
Seq1274 8.00
Seq1273 8.00
Seq1271 8.00
Seq1266 8.00
Seq1265 8.00
Seq1020 8.00
